transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_subcat,DOB,Gender,city_code,calculated_revenue,customer_age
28396777609,269101,,4,1,4,1386,582.12,6126.12,TeleShop,Clothing,Mens,,M,7.0,5544,
22391667321,270842,,1,2,5,723,379.575,3994.575,MBR,Footwear,Mens,,M,2.0,3615,
51075317246,274987,,10,6,5,374,196.35,2066.35,MBR,Home and kitchen,Kitchen,,M,2.0,1870,
16199275450,275139,,4,2,1,173,18.165,191.165,MBR,Footwear,Kids,,F,8.0,173,
22698449434,269136,,7,5,5,189,99.225,1044.225,TeleShop,Books,Fiction,,M,4.0,945,
13167171971,275149,,4,3,4,804,337.68,3553.68,MBR,Electronics,Mobiles,,F,8.0,3216,
32130400636,269772,,12,6,3,229,72.135,759.135,e-Shop,Home and kitchen,Tools,,F,9.0,687,
31384765864,267058,,3,2,1,793,83.265,876.265,e-Shop,Footwear,Women,,F,10.0,793,
85894118953,271817,,3,2,3,1401,441.315,4644.315,e-Shop,Footwear,Women,,M,8.0,4203,
63407734630,271322,,3,2,5,1360,714.0,7514.0,Flagship store,Footwear,Women,,F,7.0,6800,
90740728864,268229,,4,2,5,984,516.6,5436.6,TeleShop,Footwear,Kids,,F,3.0,4920,
82750983847,267544,,3,5,1,805,84.525,889.525,Flagship store,Books,Comics,,M,7.0,805,
67328698675,268755,,3,2,1,1018,106.89,1124.89,Flagship store,Footwear,Women,,F,8.0,1018,
80381707658,269407,,6,5,5,573,300.825,3165.825,e-Shop,Books,DIY,,F,1.0,2865,
78709566028,273023,,10,6,2,1052,220.92,2324.92,e-Shop,Home and kitchen,Kitchen,,F,5.0,2104,
67079812295,271818,,10,3,2,1408,295.68,3111.68,MBR,Electronics,Audio and video,,M,7.0,2816,
72427583709,268129,,4,4,1,885,92.925,977.925,Flagship store,Bags,Women,,F,9.0,885,
14259136777,274477,,10,3,1,1489,156.345,1645.345,TeleShop,Electronics,Audio and video,,F,7.0,1489,
7313351894,267568,,2,6,4,481,202.02,2126.02,Flagship store,Home and kitchen,Furnishing,,M,5.0,1924,
37745642681,267098,,1,2,1,109,11.445,120.445,Flagship store,Footwear,Mens,,F,9.0,109,
13861409908,271608,,1,2,2,1352,283.92,2987.92,MBR,Footwear,Mens,,F,4.0,2704,
58956348529,272484,,4,1,4,1443,606.06,6378.06,TeleShop,Clothing,Mens,,F,4.0,5772,
58886320392,268715,,10,6,2,768,161.28,1697.28,Flagship store,Home and kitchen,Kitchen,,M,1.0,1536,
53081075361,273250,,11,6,5,1345,706.125,7431.125,Flagship store,Home and kitchen,Bath,,F,6.0,6725,
10017543415,267097,,3,5,1,164,17.22,181.22,Flagship store,Books,Comics,,M,2.0,164,
34065279733,274562,,6,5,2,280,58.8,618.8,e-Shop,Books,DIY,,M,6.0,560,
74085729167,268492,,3,5,3,433,136.395,1435.395,e-Shop,Books,Comics,,M,1.0,1299,
83498320600,273359,,4,1,4,861,361.62,3805.62,e-Shop,Clothing,Mens,,M,7.0,3444,
83313344780,271288,,4,3,2,84,17.64,185.64,Flagship store,Electronics,Mobiles,,F,3.0,168,
96923177403,270778,,11,6,5,1111,583.275,6138.275,MBR,Home and kitchen,Bath,,F,8.0,5555,
78091789730,271030,,4,1,1,380,39.9,419.9,e-Shop,Clothing,Mens,,M,1.0,380,
84466140532,274426,,6,5,5,423,222.075,2337.075,e-Shop,Books,DIY,,F,8.0,2115,
59232461135,269019,,4,2,2,479,100.59,1058.59,Flagship store,Footwear,Kids,,F,5.0,958,
58223423237,268138,,6,5,3,1398,440.37,4634.37,e-Shop,Books,DIY,,M,3.0,4194,
60560888204,271250,,10,6,2,707,148.47,1562.47,Flagship store,Home and kitchen,Kitchen,,M,4.0,1414,
22643667930,271489,,12,6,1,1225,128.625,1353.625,TeleShop,Home and kitchen,Tools,,M,9.0,1225,
43561027610,270244,,8,3,1,728,76.44,804.44,e-Shop,Electronics,Personal Appliances,,F,5.0,728,
40604748560,269387,,6,5,5,760,399.0,4199.0,Flagship store,Books,DIY,,F,10.0,3800,
78600072636,273067,,9,3,3,446,140.49,1478.49,TeleShop,Electronics,Cameras,,F,5.0,1338,
79792372943,275108,,3,1,3,908,286.02,3010.02,MBR,Clothing,Kids,,F,8.0,2724,
94418788162,267559,,10,6,1,620,65.1,685.1,TeleShop,Home and kitchen,Kitchen,,F,2.0,620,
86635642295,271763,,12,6,5,562,295.05,3105.05,Flagship store,Home and kitchen,Tools,,M,7.0,2810,
75980673312,270678,,7,5,4,1377,578.34,6086.34,TeleShop,Books,Fiction,,F,4.0,5508,
88830495604,269018,,10,6,4,307,128.94,1356.94,MBR,Home and kitchen,Kitchen,,M,8.0,1228,
19729968655,269162,,10,5,2,721,151.41,1593.41,e-Shop,Books,Non-Fiction,,M,3.0,1442,
8709975598,269867,,11,5,3,1243,391.545,4120.545,e-Shop,Books,Children,,F,1.0,3729,
56483064719,270108,,4,3,2,1037,217.77,2291.77,e-Shop,Electronics,Mobiles,,F,7.0,2074,
55452156634,273734,,3,5,5,778,408.45,4298.45,e-Shop,Books,Comics,,F,9.0,3890,
22461440770,270294,,4,3,5,1060,556.5,5856.5,e-Shop,Electronics,Mobiles,,M,7.0,5300,
4067131912,274014,,3,5,4,332,139.44,1467.44,e-Shop,Books,Comics,,M,10.0,1328,
59201497276,273506,,12,6,3,537,169.155,1780.155,MBR,Home and kitchen,Tools,,M,3.0,1611,
51750724947,273420,,6,5,2,791,166.11,1748.11,TeleShop,Books,DIY,,M,8.0,1582,
45848212352,268592,,1,2,3,1029,324.135,3411.135,TeleShop,Footwear,Mens,,F,7.0,3087,
79449440045,271561,,8,3,4,498,209.16,2201.16,e-Shop,Electronics,Personal Appliances,,M,5.0,1992,
83108241933,273896,,4,1,2,574,120.54,1268.54,e-Shop,Clothing,Mens,,M,6.0,1148,
84867095544,267360,,8,3,3,674,212.31,2234.31,e-Shop,Electronics,Personal Appliances,,F,2.0,2022,
92825360774,267072,,1,2,5,803,421.575,4436.575,e-Shop,Footwear,Mens,,M,8.0,4015,
76990911956,270148,,4,3,4,448,188.16,1980.16,Flagship store,Electronics,Mobiles,,M,1.0,1792,
93274880719,271509,,11,6,3,1363,429.345,4518.345,e-Shop,Home and kitchen,Bath,,M,3.0,4089,
86612653865,274813,,2,6,3,1271,400.365,4213.365,e-Shop,Home and kitchen,Furnishing,,M,6.0,3813,
10262222991,272069,,7,5,3,1462,460.53,4846.53,e-Shop,Books,Fiction,,F,8.0,4386,
34544863855,269388,,11,6,2,922,193.62,2037.62,Flagship store,Home and kitchen,Bath,,M,3.0,1844,
22781866776,271875,,2,6,4,428,179.76,1891.76,TeleShop,Home and kitchen,Furnishing,,F,7.0,1712,
4449802598,271355,,12,6,4,999,419.58,4415.58,TeleShop,Home and kitchen,Tools,,F,2.0,3996,
3530523263,272777,,10,6,2,582,122.22,1286.22,MBR,Home and kitchen,Kitchen,,M,7.0,1164,
8433718881,271912,,11,6,2,1438,301.98,3177.98,MBR,Home and kitchen,Bath,,M,10.0,2876,
21494029219,268052,,4,2,4,228,95.76,1007.76,e-Shop,Footwear,Kids,,M,7.0,912,
56419730266,268772,,11,5,1,1213,127.365,1340.365,e-Shop,Books,Children,,F,3.0,1213,
50076728598,269014,,8,3,4,581,244.02,2568.02,e-Shop,Electronics,Personal Appliances,,F,3.0,2324,
35243275448,273075,,2,6,4,1168,490.56,5162.56,TeleShop,Home and kitchen,Furnishing,,M,8.0,4672,
10942311291,271297,,3,1,2,756,158.76,1670.76,Flagship store,Clothing,Kids,,M,10.0,1512,
63352996926,272145,,5,3,4,1342,563.64,5931.64,Flagship store,Electronics,Computers,,F,9.0,5368,
73713102191,268867,,1,1,1,714,74.97,788.97,MBR,Clothing,Women,,F,4.0,714,
70043127245,271595,,8,3,1,1461,153.405,1614.405,TeleShop,Electronics,Personal Appliances,,M,5.0,1461,
85713951101,274609,,12,5,5,968,508.2,5348.2,TeleShop,Books,Academic,,F,5.0,4840,
82975337804,272529,,4,4,4,869,364.98,3840.98,Flagship store,Bags,Women,,F,6.0,3476,
84116465142,271368,,10,5,5,788,413.7,4353.7,MBR,Books,Non-Fiction,,F,2.0,3940,
62672834763,268855,,4,3,3,1363,429.345,4518.345,e-Shop,Electronics,Mobiles,,M,4.0,4089,
57134739558,270625,,1,1,5,595,312.375,3287.375,TeleShop,Clothing,Women,,M,6.0,2975,
57112244235,268076,,10,3,4,167,70.14,738.14,Flagship store,Electronics,Audio and video,,M,8.0,668,
6993051511,271658,,11,6,2,476,99.96,1051.96,e-Shop,Home and kitchen,Bath,,F,10.0,952,
2934877504,271859,,3,2,4,1274,535.08,5631.08,Flagship store,Footwear,Women,,F,1.0,5096,
56835507985,271744,,6,5,4,378,158.76,1670.76,MBR,Books,DIY,,F,10.0,1512,
31183475305,273474,,9,3,2,706,148.26,1560.26,e-Shop,Electronics,Cameras,,F,1.0,1412,
50177628799,273763,,4,2,3,803,252.945,2661.945,MBR,Footwear,Kids,,F,3.0,2409,
30489975482,274689,,10,3,4,1002,420.84,4428.84,MBR,Electronics,Audio and video,,M,6.0,4008,
85198716539,269275,,10,3,1,96,10.08,106.08,TeleShop,Electronics,Audio and video,,M,3.0,96,
85284647047,271924,,2,6,2,367,77.07,811.07,Flagship store,Home and kitchen,Furnishing,,M,5.0,734,
92809340294,271061,,4,3,3,1004,316.26,3328.26,e-Shop,Electronics,Mobiles,,M,9.0,3012,
81262483026,268956,,9,3,4,700,294.0,3094.0,TeleShop,Electronics,Cameras,,M,6.0,2800,
99503089534,274266,,8,3,1,1370,143.85,1513.85,Flagship store,Electronics,Personal Appliances,,M,9.0,1370,
88321457472,269907,,10,3,5,621,326.025,3431.025,e-Shop,Electronics,Audio and video,,F,5.0,3105,
75927432534,267500,,1,4,2,845,177.45,1867.45,e-Shop,Bags,Mens,,M,10.0,1690,
70614782851,269140,,2,6,4,342,143.64,1511.64,TeleShop,Home and kitchen,Furnishing,,F,9.0,1368,
64655688681,268136,,1,4,5,153,80.325,845.325,TeleShop,Bags,Mens,,M,1.0,765,
16952157158,271493,,4,4,2,1200,252.0,2652.0,e-Shop,Bags,Women,,M,10.0,2400,
7719443790,271312,,10,3,4,1135,476.7,5016.7,e-Shop,Electronics,Audio and video,,F,5.0,4540,
58500805392,267375,,4,4,3,85,26.775,281.775,TeleShop,Bags,Women,,M,6.0,255,
6801834681,273174,,4,1,1,642,67.41,709.41,Flagship store,Clothing,Mens,,F,2.0,642,
10655853079,267375,,6,5,4,1486,624.12,6568.12,TeleShop,Books,DIY,,M,6.0,5944,
21685086436,274152,,2,6,3,765,240.975,2535.975,Flagship store,Home and kitchen,Furnishing,,M,2.0,2295,
36041524849,274408,,3,5,3,771,242.865,2555.865,Flagship store,Books,Comics,,F,3.0,2313,
58780907716,270071,,11,6,2,819,171.99,1809.99,MBR,Home and kitchen,Bath,,F,5.0,1638,
35353613089,270207,,4,1,3,126,39.69,417.69,Flagship store,Clothing,Mens,,F,3.0,378,
2737048693,270263,,4,2,4,1108,465.36,4897.36,e-Shop,Footwear,Kids,,F,7.0,4432,
78324020330,273304,,11,6,3,765,240.975,2535.975,e-Shop,Home and kitchen,Bath,,F,2.0,2295,
88853694830,268444,,4,4,3,80,25.2,265.2,MBR,Bags,Women,,F,6.0,240,
87149439767,273848,,6,5,3,1288,405.72,4269.72,TeleShop,Books,DIY,,M,2.0,3864,
89646857855,273598,,11,6,4,755,317.1,3337.1,MBR,Home and kitchen,Bath,,M,9.0,3020,
12323853707,273552,2014-02-12,12,6,4,510,214.2,2254.2,TeleShop,Home and kitchen,Tools,,F,10.0,2040,
60596009595,274652,2014-02-12,12,5,4,183,76.86,808.86,MBR,Books,Academic,,M,8.0,732,
17146707816,274897,2014-02-12,12,5,3,622,195.93,2061.93,MBR,Books,Academic,,M,2.0,1866,
36792372906,275246,2014-02-12,2,6,1,1185,124.425,1309.425,e-Shop,Home and kitchen,Furnishing,,M,3.0,1185,
38821078489,267025,2014-02-12,10,6,4,933,391.86,4123.86,e-Shop,Home and kitchen,Kitchen,,F,8.0,3732,
23525861068,268100,2014-02-12,1,2,3,1318,415.17,4369.17,TeleShop,Footwear,Mens,,M,1.0,3954,
15403541663,266794,2014-02-12,3,2,2,322,67.62,711.62,e-Shop,Footwear,Women,,F,9.0,644,
45649838090,273667,2014-02-12,11,6,1,1450,152.25,1602.25,e-Shop,Home and kitchen,Bath,,M,9.0,1450,
33433865581,269772,2014-02-12,4,2,3,1035,326.025,3431.025,TeleShop,Footwear,Kids,,F,9.0,3105,
55245382907,270810,2014-02-12,4,3,2,979,205.59,2163.59,TeleShop,Electronics,Mobiles,,F,1.0,1958,
74023090711,271180,2014-02-12,8,3,3,271,85.365,898.365,Flagship store,Electronics,Personal Appliances,,M,4.0,813,
79536458466,271944,2014-02-12,1,1,2,996,209.16,2201.16,e-Shop,Clothing,Women,,F,5.0,1992,
69329009642,273799,2014-02-12,9,3,1,357,37.485,394.485,TeleShop,Electronics,Cameras,,F,10.0,357,
89214951500,273322,2014-02-12,12,6,1,1166,122.43,1288.43,TeleShop,Home and kitchen,Tools,,F,1.0,1166,
78753279494,269758,2014-02-12,10,5,3,952,299.88,3155.88,MBR,Books,Non-Fiction,,M,3.0,2856,
97409887219,267466,2014-02-12,4,4,1,78,8.19,86.19,e-Shop,Bags,Women,,F,7.0,78,
65228973233,270009,2014-02-12,11,5,2,301,63.21,665.21,e-Shop,Books,Children,,M,3.0,602,
83661978186,274678,2014-02-12,10,3,2,325,68.25,718.25,e-Shop,Electronics,Audio and video,,F,9.0,650,
50149714801,270330,2014-02-11,10,6,5,1453,762.825,8027.825,Flagship store,Home and kitchen,Kitchen,,M,3.0,7265,
39874643292,267524,2014-02-11,4,2,3,834,262.71,2764.71,e-Shop,Footwear,Kids,,M,6.0,2502,
26982813520,274048,2014-02-11,12,5,2,1410,296.1,3116.1,MBR,Books,Academic,,F,1.0,2820,
16894888318,273946,2014-02-11,11,6,1,1238,129.99,1367.99,e-Shop,Home and kitchen,Bath,,M,1.0,1238,
2663044947,268959,2014-02-11,4,1,5,1440,756.0,7956.0,e-Shop,Clothing,Mens,,F,3.0,7200,
34493454984,269413,2014-02-11,4,4,3,1236,389.34,4097.34,MBR,Bags,Women,,M,8.0,3708,
17363873507,274693,2014-02-11,2,6,2,647,135.87,1429.87,TeleShop,Home and kitchen,Furnishing,,F,8.0,1294,
43134751727,268487,2014-02-11,3,2,1,611,64.155,675.155,e-Shop,Footwear,Women,,F,2.0,611,
48458724845,274880,2014-02-11,11,5,4,431,181.02,1905.02,Flagship store,Books,Children,,F,1.0,1724,
18326377260,269601,2014-02-11,4,2,4,710,298.2,3138.2,Flagship store,Footwear,Kids,,M,5.0,2840,
19332389714,267634,2014-02-11,3,1,2,335,70.35,740.35,Flagship store,Clothing,Kids,,M,5.0,670,
6707537285,269933,2014-02-11,4,2,2,1196,251.16,2643.16,TeleShop,Footwear,Kids,,M,10.0,2392,
44081602885,274345,2014-02-11,11,5,2,1437,301.77,3175.77,MBR,Books,Children,,F,3.0,2874,
77013937426,274781,2014-02-11,5,3,1,588,61.74,649.74,TeleShop,Electronics,Computers,,F,5.0,588,
74015278814,269847,2014-02-11,4,1,5,1406,738.15,7768.15,TeleShop,Clothing,Mens,,F,1.0,7030,
67749427752,272137,2014-02-11,3,1,3,214,67.41,709.41,Flagship store,Clothing,Kids,,F,8.0,642,
63521826176,272561,2014-02-11,3,1,4,1101,462.42,4866.42,e-Shop,Clothing,Kids,,M,8.0,4404,
75365399021,274526,2014-02-11,10,5,4,1251,525.42,5529.42,Flagship store,Books,Non-Fiction,,M,3.0,5004,
19792156528,268098,2014-02-10,3,2,1,711,74.655,785.655,TeleShop,Footwear,Women,,F,5.0,711,
46596657080,270631,2014-02-10,8,3,1,906,95.13,1001.13,TeleShop,Electronics,Personal Appliances,,F,8.0,906,
163194840,268845,2014-02-10,3,5,4,1093,459.06,4831.06,Flagship store,Books,Comics,,F,1.0,4372,
42749293387,271872,2014-02-10,4,1,1,87,9.135,96.135,e-Shop,Clothing,Mens,,F,4.0,87,
52367686566,271735,2014-02-10,12,5,5,312,163.8,1723.8,MBR,Books,Academic,,M,8.0,1560,
19030689527,274511,2014-02-10,11,6,1,542,56.91,598.91,e-Shop,Home and kitchen,Bath,,F,8.0,542,
22385705298,269188,2014-02-10,7,5,5,554,290.85,3060.85,e-Shop,Books,Fiction,,F,2.0,2770,
59105495602,268995,2014-02-10,9,3,4,479,201.18,2117.18,Flagship store,Electronics,Cameras,,M,1.0,1916,
38825384480,267297,2014-02-10,12,5,4,725,304.5,3204.5,e-Shop,Books,Academic,,M,2.0,2900,
83881310302,268713,2014-02-10,11,6,5,452,237.3,2497.3,MBR,Home and kitchen,Bath,,F,6.0,2260,
81261371045,273625,2014-02-10,10,3,2,815,171.15,1801.15,MBR,Electronics,Audio and video,,M,7.0,1630,
88990481317,273646,2014-02-10,5,3,1,239,25.095,264.095,MBR,Electronics,Computers,,F,3.0,239,
85157626424,271384,2014-02-10,3,2,2,447,93.87,987.87,e-Shop,Footwear,Women,,M,9.0,894,
64586839639,269225,2014-02-10,4,2,4,813,341.46,3593.46,TeleShop,Footwear,Kids,,M,9.0,3252,
97048148140,268101,2014-02-10,4,3,4,1456,611.52,6435.52,Flagship store,Electronics,Mobiles,,M,3.0,5824,
80632003085,268801,2014-02-10,10,6,4,857,359.94,3787.94,e-Shop,Home and kitchen,Kitchen,,M,7.0,3428,
80509578375,273454,2014-02-10,8,3,3,771,242.865,2555.865,e-Shop,Electronics,Personal Appliances,,F,3.0,2313,
45988245637,270375,2014-02-09,10,5,3,970,305.55,3215.55,e-Shop,Books,Non-Fiction,,M,5.0,2910,
62539388511,271683,2014-02-09,1,2,3,77,24.255,255.255,e-Shop,Footwear,Mens,,M,2.0,231,
40251543872,270018,2014-02-09,4,1,1,1149,120.645,1269.645,e-Shop,Clothing,Mens,,M,6.0,1149,
23333535918,267067,2014-02-09,7,5,2,306,64.26,676.26,e-Shop,Books,Fiction,,M,5.0,612,
4346259881,269947,2014-02-09,8,3,5,857,449.925,4734.925,TeleShop,Electronics,Personal Appliances,,F,9.0,4285,
39579115484,267463,2014-02-09,10,3,3,815,256.725,2701.725,MBR,Electronics,Audio and video,,F,4.0,2445,
7038716135,272172,2014-02-09,7,5,3,519,163.485,1720.485,e-Shop,Books,Fiction,,M,10.0,1557,
33587223995,267662,2014-02-09,12,5,2,334,70.14,738.14,e-Shop,Books,Academic,,F,8.0,668,
8378457026,273358,2014-02-09,10,3,5,494,259.35,2729.35,e-Shop,Electronics,Audio and video,,F,8.0,2470,
37044229807,269776,2014-02-09,4,4,1,613,64.365,677.365,e-Shop,Bags,Women,,F,3.0,613,
75768838702,269808,2014-02-09,5,3,3,1381,435.015,4578.015,TeleShop,Electronics,Computers,,M,9.0,4143,
72558029032,267467,2014-02-09,1,4,4,611,256.62,2700.62,Flagship store,Bags,Mens,,M,9.0,2444,
83012826863,272365,2014-02-09,11,5,4,825,346.5,3646.5,MBR,Books,Children,,F,9.0,3300,
78615435064,270111,2014-02-09,4,3,2,1069,224.49,2362.49,Flagship store,Electronics,Mobiles,,F,7.0,2138,
65766709899,266843,2014-02-09,2,6,5,934,490.35,5160.35,TeleShop,Home and kitchen,Furnishing,,F,5.0,4670,
88707635548,267754,2014-02-09,4,2,1,257,26.985,283.985,e-Shop,Footwear,Kids,,M,2.0,257,
86159101262,270240,2014-02-09,12,5,3,680,214.2,2254.2,e-Shop,Books,Academic,,M,1.0,2040,
1255149551,268364,2014-02-08,12,5,1,495,51.975,546.975,TeleShop,Books,Academic,,M,9.0,495,
364208039,271694,2014-02-08,3,5,3,935,294.525,3099.525,e-Shop,Books,Comics,,F,10.0,2805,
13264686077,273267,2014-02-08,4,2,4,1177,494.34,5202.34,e-Shop,Footwear,Kids,,F,7.0,4708,
28977973301,273368,2014-02-08,12,6,5,627,329.175,3464.175,MBR,Home and kitchen,Tools,,F,4.0,3135,
60419542443,273598,2014-02-08,12,5,2,849,178.29,1876.29,e-Shop,Books,Academic,,M,9.0,1698,
38646806488,273353,2014-02-08,11,6,2,787,165.27,1739.27,e-Shop,Home and kitchen,Bath,,F,4.0,1574,
6002148986,268402,2014-02-08,10,3,3,537,169.155,1780.155,Flagship store,Electronics,Audio and video,,F,9.0,1611,
14834552371,274650,2014-02-08,12,5,1,498,52.29,550.29,Flagship store,Books,Academic,,M,1.0,498,
24352273509,273140,2014-02-08,4,4,5,621,326.025,3431.025,e-Shop,Bags,Women,,F,2.0,3105,
17363351082,267926,2014-02-08,2,6,1,1398,146.79,1544.79,MBR,Home and kitchen,Furnishing,,M,3.0,1398,
61981174638,272143,2014-02-08,4,4,2,615,129.15,1359.15,TeleShop,Bags,Women,,F,3.0,1230,
90855483222,274895,2014-02-08,5,3,1,372,39.06,411.06,Flagship store,Electronics,Computers,,F,9.0,372,
68620999310,273660,2014-02-08,4,3,4,1202,504.84,5312.84,e-Shop,Electronics,Mobiles,,M,10.0,4808,
90375459981,269269,2014-02-08,4,3,4,232,97.44,1025.44,e-Shop,Electronics,Mobiles,,M,1.0,928,
76880074300,275227,2014-02-08,10,5,3,298,93.87,987.87,MBR,Books,Non-Fiction,,M,4.0,894,
93495212754,269950,2014-02-08,12,5,2,646,135.66,1427.66,Flagship store,Books,Academic,,M,2.0,1292,
93868053857,270042,2014-02-08,10,3,5,1393,731.325,7696.325,e-Shop,Electronics,Audio and video,,F,5.0,6965,
45033226236,274250,2014-02-07,1,4,2,1326,278.46,2930.46,e-Shop,Bags,Mens,,M,2.0,2652,
12161898302,274402,2014-02-07,1,2,1,891,93.555,984.555,TeleShop,Footwear,Mens,,M,7.0,891,
39489465631,275082,2014-02-07,10,6,2,403,84.63,890.63,MBR,Home and kitchen,Kitchen,,M,9.0,806,
41870403334,273965,2014-02-07,1,4,5,510,267.75,2817.75,e-Shop,Bags,Mens,,F,1.0,2550,
57797450946,272395,2014-02-07,12,6,5,80,42.0,442.0,Flagship store,Home and kitchen,Tools,,M,4.0,400,
59774938687,272137,2014-02-07,12,6,1,541,56.805,597.805,e-Shop,Home and kitchen,Tools,,F,8.0,541,
54468563132,270773,2014-02-07,1,2,1,949,99.645,1048.645,e-Shop,Footwear,Mens,,F,7.0,949,
15209954032,267704,2014-02-07,10,6,4,784,329.28,3465.28,e-Shop,Home and kitchen,Kitchen,,M,6.0,3136,
7699070022,268670,2014-02-07,1,2,1,1183,124.215,1307.215,e-Shop,Footwear,Mens,,M,9.0,1183,
54730601969,274917,2014-02-07,1,1,5,102,53.55,563.55,e-Shop,Clothing,Women,,F,6.0,510,
52050513659,272985,2014-02-07,4,2,3,1389,437.535,4604.535,e-Shop,Footwear,Kids,,F,10.0,4167,
34021802745,271577,2014-02-07,3,1,4,1247,523.74,5511.74,Flagship store,Clothing,Kids,,M,5.0,4988,
59849740275,270405,2014-02-07,3,5,5,260,136.5,1436.5,TeleShop,Books,Comics,,M,10.0,1300,
27835361772,273083,2014-02-07,3,1,4,1141,479.22,5043.22,e-Shop,Clothing,Kids,,F,10.0,4564,
33904181275,272874,2014-02-07,12,5,5,556,291.9,3071.9,e-Shop,Books,Academic,,F,1.0,2780,
3030817826,269741,2014-02-07,5,3,1,493,51.765,544.765,e-Shop,Electronics,Computers,,M,6.0,493,
84834490422,271596,2014-02-07,4,1,4,447,187.74,1975.74,e-Shop,Clothing,Mens,,F,9.0,1788,
76916560921,268720,2014-02-07,10,6,4,348,146.16,1538.16,e-Shop,Home and kitchen,Kitchen,,M,3.0,1392,
77738613519,275104,2014-02-07,10,5,4,1219,511.98,5387.98,e-Shop,Books,Non-Fiction,,M,3.0,4876,
90027428071,275056,2014-02-07,4,1,2,401,84.21,886.21,TeleShop,Clothing,Mens,,M,5.0,802,
70614471898,274772,2014-02-07,3,1,5,163,85.575,900.575,TeleShop,Clothing,Kids,,M,10.0,815,
85541056281,273367,2014-02-07,8,3,5,303,159.075,1674.075,MBR,Electronics,Personal Appliances,,F,1.0,1515,
52563546033,270178,2014-02-06,9,3,5,733,384.825,4049.825,TeleShop,Electronics,Cameras,,M,10.0,3665,
28640836748,269049,2014-02-06,3,1,5,1293,678.825,7143.825,Flagship store,Clothing,Kids,,M,9.0,6465,
21165396469,271101,2014-02-06,11,6,4,427,179.34,1887.34,TeleShop,Home and kitchen,Bath,,F,1.0,1708,
61647375755,271935,2014-02-06,3,2,2,282,59.22,623.22,Flagship store,Footwear,Women,,M,5.0,564,
22635337610,273863,2014-02-06,10,5,2,1137,238.77,2512.77,TeleShop,Books,Non-Fiction,,F,6.0,2274,
61800180485,273363,2014-02-06,3,2,3,575,181.125,1906.125,TeleShop,Footwear,Women,,M,7.0,1725,
28010239247,273871,2014-02-06,2,6,4,897,376.74,3964.74,MBR,Home and kitchen,Furnishing,,M,7.0,3588,
32722184372,269527,2014-02-06,10,5,1,688,72.24,760.24,e-Shop,Books,Non-Fiction,,M,9.0,688,
10535054637,273221,2014-02-06,6,5,4,1145,480.9,5060.9,TeleShop,Books,DIY,,F,1.0,4580,
9107602878,266900,2014-02-06,3,1,2,666,139.86,1471.86,Flagship store,Clothing,Kids,,M,9.0,1332,
33661068980,273651,2014-02-06,11,5,1,707,74.235,781.235,e-Shop,Books,Children,,M,7.0,707,
8890120338,272794,2014-02-06,10,5,1,615,64.575,679.575,e-Shop,Books,Non-Fiction,,F,6.0,615,
56624369341,270072,2014-02-06,6,5,1,428,44.94,472.94,Flagship store,Books,DIY,,F,7.0,428,
57234040200,272816,2014-02-06,7,5,5,1477,775.425,8160.425,MBR,Books,Fiction,,M,4.0,7385,
